,Goals,Shots,G/Sh,Assists,PasCmp,Touches,DriPast,CarTotDist,Crs,GCA,TklWon,Press,Clr,Int,Blocks,Fls,AerWon
730,0.0,0.2,0.0,0.05,49.1,68.4,0.7,236.1,0.25,0.05,1.11,11.7,3.17,2.11,2.71,0.95,1.71
732,0.15,1.08,0.14,0.15,74.9,91.7,0.77,320.9,0.15,0.31,0.92,12.0,2.92,1.85,1.54,2.0,3.54
733,0.11,0.41,0.27,0.04,53.4,70.3,0.71,225.3,0.07,0.15,1.61,9.33,3.11,1.5,1.91,1.2,1.84
734,0.07,0.46,0.14,0.03,62.6,79.6,0.76,292.6,0.36,0.07,0.72,7.24,3.75,1.81,1.35,0.72,2.99
735,0.03,0.74,0.05,0.0,31.6,56.2,0.24,161.7,0.0,0.0,1.62,13.0,7.97,3.34,2.74,1.39,3.65
739,0.0,0.33,0.0,0.05,30.5,52.1,0.16,123.4,0.99,0.05,1.1,12.7,2.91,2.64,2.09,1.48,1.76
743,0.08,0.5,0.15,0.0,35.0,58.8,0.62,156.9,1.31,0.08,1.24,12.1,2.82,2.47,1.66,1.08,2.16
745,0.0,0.61,0.0,0.0,47.9,64.0,0.0,215.6,0.09,0.0,1.67,15.8,2.63,1.58,1.32,2.28,2.98
747,0.05,0.32,0.14,0.0,44.5,64.3,0.81,187.1,1.22,0.0,1.4,11.4,2.66,3.2,1.53,1.17,1.22
752,0.0,0.65,0.0,0.0,44.8,68.7,1.08,257.8,0.18,0.0,0.94,12.5,5.13,4.04,1.99,1.37,3.61
753,0.09,0.41,0.21,0.06,27.1,45.2,0.0,77.0,0.06,0.06,0.5,6.12,4.88,1.27,1.72,0.8,2.49
755,0.06,0.74,0.08,0.12,35.3,58.3,0.67,115.3,1.66,0.43,0.67,14.8,1.72,1.6,2.09,0.55,1.04
757,0.0,0.31,0.0,0.0,26.9,45.7,0.08,130.3,0.23,0.0,1.38,11.5,5.92,2.54,2.23,0.38,2.69
761,0.13,1.11,0.11,0.0,86.1,97.4,0.1,455.4,0.16,0.13,0.54,4.43,2.48,1.05,0.76,0.48,2.32
762,0.06,0.53,0.12,0.0,38.1,56.2,0.19,165.0,0.06,0.03,1.5,9.66,5.92,2.24,1.59,0.97,2.62
763,0.0,0.79,0.0,0.0,33.9,56.1,2.37,257.1,2.89,0.26,0.79,13.2,2.11,2.37,1.05,0.53,1.05
764,0.04,0.7,0.06,0.0,22.2,41.0,0.04,75.9,0.22,0.04,0.48,6.72,5.85,1.53,2.18,1.0,4.32
767,0.03,1.5,0.02,0.23,35.8,59.4,1.07,178.5,3.03,0.29,0.62,8.14,1.21,1.3,1.6,0.49,0.55
768,0.16,0.65,0.25,0.16,47.8,65.8,1.84,285.0,2.49,0.65,0.76,9.95,1.35,1.46,1.19,0.97,0.54
770,0.03,0.76,0.04,0.03,42.6,61.8,0.59,160.7,1.91,0.15,1.18,12.1,1.44,1.44,1.24,0.85,0.47
771,0.1,0.31,0.33,0.1,50.0,65.2,0.1,213.0,0.21,0.1,0.52,9.27,2.5,1.77,1.67,1.04,1.56
772,0.03,0.49,0.06,0.03,51.0,66.6,0.11,259.3,0.0,0.05,0.73,8.0,4.73,1.65,1.35,1.11,3.86
775,0.06,0.29,0.2,0.0,39.8,59.1,0.12,217.1,0.29,0.12,0.94,11.4,4.97,3.04,2.57,0.47,2.57
777,0.0,0.73,0.0,0.0,30.9,50.0,0.13,112.4,0.13,0.03,0.7,8.53,5.7,2.03,1.67,1.23,3.03
778,0.0,0.33,0.0,0.09,41.4,67.0,0.84,184.5,2.24,0.19,1.17,13.3,2.52,1.73,2.43,1.03,1.07
782,0.0,0.22,0.0,0.11,80.4,96.1,0.11,451.2,0.0,0.22,1.41,12.4,2.07,1.63,1.3,2.17,2.39
784,0.0,0.68,0.0,0.14,50.8,85.0,0.27,179.9,2.3,0.14,1.62,15.3,4.32,1.89,1.62,2.16,2.3
787,0.16,0.6,0.26,0.0,46.6,65.3,0.13,283.2,0.19,0.03,0.41,5.45,5.99,2.45,1.41,0.6,2.95
788,0.1,0.67,0.15,0.03,50.4,65.4,0.1,211.1,0.17,0.03,0.77,8.52,4.38,1.41,1.62,1.08,3.67
789,0.0,0.15,0.0,0.08,44.4,58.4,0.0,224.2,0.0,0.11,0.38,5.92,4.58,1.95,1.6,0.92,2.4
790,0.04,0.49,0.08,0.04,36.0,59.8,1.55,236.6,2.24,0.08,1.22,13.6,2.0,2.98,1.84,0.69,1.1
791,0.12,0.38,0.3,0.0,42.6,63.3,0.35,279.2,0.08,0.0,1.35,13.9,4.0,2.35,2.35,1.12,2.46
794,0.15,0.76,0.2,0.15,38.3,60.9,1.37,219.3,3.13,0.15,1.3,14.0,0.99,2.06,2.29,1.76,1.83
795,0.0,0.87,0.0,0.0,17.4,30.2,0.0,79.3,0.0,0.0,1.09,9.13,3.26,1.52,1.74,1.3,3.04
798,0.0,0.0,0.0,0.0,30.6,54.7,0.59,134.3,1.96,0.2,1.37,20.4,3.14,1.96,2.94,1.57,0.59
803,0.0,0.45,0.0,0.0,41.5,60.1,0.96,211.8,1.92,0.15,0.86,11.5,1.52,1.06,1.31,0.61,0.81
805,0.0,0.36,0.0,0.0,35.1,52.4,0.36,125.9,0.0,0.0,1.67,11.2,3.41,3.41,1.96,1.16,2.68
807,0.05,0.51,0.1,0.1,30.4,54.7,0.51,103.4,1.98,0.1,1.32,9.54,3.45,1.73,2.28,0.91,1.57
810,0.12,0.96,0.13,0.0,18.4,42.3,0.12,102.0,1.33,0.0,2.05,16.0,2.17,1.45,1.93,2.05,0.6
811,0.1,0.87,0.11,0.19,30.9,51.9,0.72,138.2,2.98,0.38,0.58,12.6,2.07,1.88,1.39,1.68,0.72
812,0.03,0.47,0.07,0.0,45.9,67.1,0.07,245.2,0.24,0.07,2.22,13.6,3.7,3.1,2.12,1.31,4.55
816,0.09,0.26,0.33,0.0,64.8,80.3,0.52,291.4,0.0,0.0,0.86,10.9,3.09,2.96,1.42,0.82,2.45
818,0.0,0.41,0.0,0.05,37.9,57.4,0.05,201.2,0.09,0.09,0.87,9.36,6.83,2.52,2.16,1.51,2.52
819,0.0,0.59,0.0,0.0,27.4,50.8,0.59,140.9,0.3,0.1,1.39,9.8,6.53,2.87,2.77,1.58,2.08
820,0.05,1.04,0.05,0.0,23.5,49.5,0.54,110.7,2.77,0.0,0.74,9.01,2.67,2.72,1.98,1.39,2.38
821,0.0,0.34,0.0,0.17,37.2,58.1,1.55,178.3,2.93,0.17,1.55,16.4,1.55,1.38,1.9,0.86,0.86
822,0.0,0.88,0.0,0.0,44.2,71.9,1.47,255.9,2.47,0.18,1.76,18.0,1.59,1.82,2.41,1.35,0.88
823,0.03,0.89,0.03,0.12,27.6,53.9,1.44,157.7,2.66,0.31,1.68,12.7,2.23,2.2,2.42,1.1,2.17
826,0.0,0.85,0.0,0.0,30.0,52.5,0.0,132.7,0.17,0.0,2.03,11.5,7.8,2.54,1.36,1.86,4.24
828,0.04,0.82,0.04,0.0,47.3,64.8,0.11,257.7,0.04,0.04,0.93,6.2,4.66,1.9,1.65,0.82,3.66
831,0.0,0.56,0.0,0.0,45.4,69.6,0.74,190.9,3.52,0.0,0.56,14.8,1.3,2.41,3.15,1.3,0.93
835,0.0,0.24,0.0,0.0,35.2,52.2,0.08,149.8,0.08,0.0,1.05,8.23,4.76,1.77,2.1,1.13,3.06
838,0.05,0.89,0.06,0.05,46.9,73.6,0.34,176.1,3.15,0.1,1.38,14.1,3.74,1.67,1.97,1.97,2.66
842,0.0,0.15,0.0,0.0,54.5,69.3,0.11,214.1,0.11,0.11,0.65,9.47,2.52,1.68,1.6,0.53,0.76
843,0.0,0.75,0.0,0.0,47.9,64.0,0.19,216.9,0.25,0.09,1.34,12.5,2.88,1.56,1.28,2.06,2.41
845,0.06,0.36,0.17,0.0,47.6,68.6,0.77,200.2,0.77,0.18,1.95,12.8,2.84,2.19,2.31,2.01,1.6
846,0.0,0.14,0.0,0.0,37.7,56.5,0.28,176.8,0.56,0.0,1.53,12.2,2.85,2.15,2.08,2.01,1.74
847,0.07,0.65,0.1,0.0,59.9,72.5,0.0,247.7,0.0,0.07,0.39,4.64,3.99,1.11,1.37,0.92,2.35
850,0.08,0.23,0.33,0.0,38.2,54.3,0.23,180.5,0.08,0.0,0.53,8.02,5.5,2.37,1.45,1.37,2.82
853,0.11,0.65,0.18,0.04,32.3,51.4,0.77,179.4,1.38,0.08,0.8,11.6,1.99,1.61,1.61,1.07,1.15
854,0.0,0.0,0.0,0.0,62.3,71.4,0.0,302.6,0.0,0.0,0.57,5.14,2.57,2.29,0.57,1.43,1.43
855,0.07,0.29,0.25,0.14,21.3,39.4,0.57,82.0,0.71,0.29,1.71,12.5,2.07,1.64,2.0,0.57,1.14
857,0.0,0.17,0.0,0.0,32.8,49.1,0.0,140.5,0.09,0.0,0.95,6.64,5.26,1.47,2.33,1.03,3.45
858,0.0,0.68,0.0,0.0,42.0,67.3,0.62,180.2,3.42,0.06,1.61,15.0,3.35,1.93,2.61,2.05,1.8
859,0.0,1.63,0.0,0.41,78.6,105.3,1.84,352.4,4.29,0.41,0.82,6.73,1.22,1.22,1.43,0.61,0.2
860,0.0,0.3,0.0,0.0,56.1,74.1,0.2,287.6,0.0,0.1,0.2,5.4,4.1,1.7,0.9,0.7,4.2
861,0.0,0.53,0.0,0.07,30.9,51.7,0.8,162.9,1.87,0.27,0.73,14.1,1.87,1.2,1.8,1.47,0.53
862,0.03,0.72,0.04,0.0,58.1,72.9,0.17,231.4,0.09,0.0,0.32,5.3,3.54,1.79,1.44,0.75,3.11
864,0.05,0.16,0.33,0.11,47.0,68.6,0.43,185.8,2.14,0.27,1.76,12.7,1.71,1.34,1.66,1.76,1.44
866,0.13,0.67,0.2,0.0,28.8,52.7,0.13,93.5,0.6,0.0,0.54,9.33,5.97,2.48,2.01,1.54,3.89
867,0.04,0.79,0.06,0.04,36.1,49.4,0.26,128.5,0.04,0.09,0.7,6.21,4.71,1.01,1.32,0.62,2.07
870,0.0,0.34,0.0,0.0,58.9,75.2,0.25,226.9,0.1,0.0,1.47,9.02,4.17,1.86,1.32,1.08,2.75
871,0.16,0.66,0.24,0.0,70.2,83.0,0.19,332.2,0.22,0.03,0.6,8.84,3.11,1.57,1.57,0.25,1.57
873,0.04,0.71,0.06,0.04,30.9,53.2,1.37,132.0,2.9,0.12,1.25,15.3,1.88,1.37,1.33,1.33,0.67
875,0.06,1.01,0.06,0.0,64.2,80.8,0.82,418.2,0.06,0.0,1.57,11.9,2.96,2.39,1.57,1.82,3.33
876,0.12,1.04,0.11,0.0,37.2,57.3,0.04,207.8,0.31,0.04,0.69,7.08,5.46,2.19,1.42,1.31,3.23
880,0.03,0.3,0.11,0.0,54.2,70.2,0.56,197.5,0.89,0.1,0.53,7.12,1.95,2.02,1.85,0.93,1.49
882,0.0,0.35,0.0,0.0,47.2,63.0,0.0,180.0,0.0,0.0,1.4,7.54,3.68,2.11,1.93,0.88,1.4
883,0.0,0.42,0.0,0.08,31.7,55.7,0.67,114.5,1.5,0.08,1.17,13.5,3.42,2.58,2.42,1.58,2.5
884,0.0,0.29,0.0,0.0,29.4,49.5,0.12,152.4,0.06,0.0,1.28,12.6,4.36,2.62,2.44,1.05,1.98
888,0.0,0.25,0.0,0.12,26.7,44.8,0.25,139.8,1.98,0.25,1.11,16.3,1.6,1.98,2.1,1.48,1.48
891,0.1,1.1,0.09,0.1,65.0,82.2,0.42,347.4,0.0,0.29,1.16,6.77,3.9,2.13,1.23,0.52,3.87
894,0.13,1.1,0.12,0.0,49.2,75.6,0.63,218.3,0.23,0.13,1.3,8.44,5.32,3.22,2.79,0.83,4.02
896,0.0,0.43,0.0,0.14,28.8,50.9,1.7,176.0,2.98,0.21,1.06,13.3,2.34,1.7,1.06,1.35,1.21
897,0.0,0.43,0.0,0.0,32.2,54.7,1.3,207.7,2.32,0.0,0.87,14.0,2.54,2.97,1.96,1.52,1.23
898,0.0,0.32,0.0,0.0,39.6,72.5,2.77,201.0,3.16,0.0,1.1,15.2,2.58,2.45,2.45,1.68,2.45
908,0.0,0.06,0.0,0.03,47.0,60.6,0.32,194.0,0.1,0.06,0.57,9.11,4.08,1.97,1.59,1.24,1.18
909,0.03,0.31,0.11,0.0,70.7,88.0,0.59,355.1,0.14,0.07,1.81,12.2,2.64,2.33,1.74,1.39,1.35
910,0.0,0.58,0.0,0.0,26.7,49.5,0.23,104.4,0.7,0.0,1.4,18.4,2.67,2.21,2.33,1.51,0.93
911,0.15,0.88,0.17,0.0,26.4,47.7,0.25,117.1,0.15,0.0,0.78,5.34,5.98,1.72,1.96,0.69,4.51
913,0.0,0.15,0.0,0.2,48.1,65.8,0.15,238.9,0.84,0.34,1.43,14.0,1.92,1.58,2.27,0.69,0.89
915,0.0,0.59,0.0,0.03,33.5,52.4,0.42,153.9,1.42,0.06,1.17,13.0,3.6,2.09,1.82,1.15,1.2
916,0.0,0.38,0.0,0.05,53.9,73.3,1.14,184.5,1.63,0.27,1.36,14.1,1.25,2.07,2.39,1.14,0.49
918,0.1,0.62,0.17,0.05,64.6,80.1,1.66,317.0,1.4,0.16,0.83,7.15,1.04,1.71,1.66,0.73,0.52
920,0.0,0.15,0.0,0.15,48.4,68.9,1.72,288.3,2.84,0.37,1.12,16.9,1.34,2.09,1.19,1.27,1.27
921,0.0,0.0,0.0,0.0,48.1,67.0,0.0,194.8,0.19,0.0,0.56,8.7,6.3,2.41,1.67,0.93,3.33
923,0.09,0.51,0.18,0.14,48.3,72.2,1.07,232.4,3.22,0.28,1.26,17.4,1.12,1.92,1.78,0.51,0.37
924,0.13,1.22,0.11,0.26,57.6,83.1,0.77,298.2,3.01,0.45,1.47,9.68,1.67,1.28,1.03,1.86,2.12
925,0.07,0.37,0.2,0.0,42.6,60.2,0.15,198.5,0.15,0.0,0.96,5.15,5.44,2.13,1.4,0.44,1.91
926,0.04,0.4,0.1,0.0,35.3,60.1,0.79,155.1,1.03,0.04,0.91,10.8,3.12,2.69,2.49,0.91,1.11
927,0.0,0.75,0.0,0.0,25.4,43.8,0.0,78.4,0.0,0.0,0.86,7.53,6.56,1.08,2.37,0.86,4.09
929,0.0,0.88,0.0,0.15,32.5,56.6,1.32,168.7,2.21,0.0,1.47,16.0,0.59,1.62,1.62,1.76,0.44
930,0.03,0.71,0.04,0.0,57.9,72.9,0.09,228.5,0.06,0.03,0.77,8.86,2.71,2.31,1.32,1.51,3.85
933,0.03,0.95,0.03,0.06,52.8,69.4,0.36,256.4,0.36,0.15,1.19,8.4,3.71,2.08,1.45,1.22,2.85
937,0.0,0.64,0.0,0.0,30.7,48.8,0.11,136.6,0.21,0.0,1.28,7.45,5.0,1.06,2.02,0.96,4.04
938,0.03,0.59,0.05,0.08,35.9,55.4,0.25,194.2,0.11,0.11,0.59,5.73,5.11,2.2,1.95,0.82,2.68
939,0.0,0.2,0.0,0.1,66.7,84.7,0.51,253.0,2.83,0.1,1.21,13.8,2.12,1.31,2.02,1.21,1.01
941,0.05,0.32,0.14,0.0,36.0,57.3,0.91,148.7,1.82,0.14,1.14,12.5,2.5,2.05,1.59,1.45,1.18
942,0.0,0.69,0.0,0.23,45.3,70.2,0.23,117.8,3.22,0.34,1.49,15.1,3.22,1.49,2.18,1.72,1.95
944,0.0,0.14,0.0,0.06,40.1,66.3,0.46,154.6,1.62,0.14,1.57,19.8,2.46,2.29,2.2,0.64,0.96
945,0.03,0.17,0.2,0.0,24.1,38.2,0.07,97.5,0.0,0.0,0.27,4.76,3.82,1.39,1.28,0.54,3.14
947,0.0,0.23,0.0,0.0,28.4,44.8,0.23,120.2,0.0,0.0,0.68,7.95,5.45,1.36,2.5,1.36,2.73
951,0.06,0.5,0.13,0.16,44.8,69.8,1.04,225.2,3.91,0.25,0.91,11.0,1.83,2.05,1.42,1.14,1.14
953,0.24,1.54,0.16,0.07,29.9,51.8,1.06,168.5,2.83,0.24,0.89,13.8,1.26,1.19,1.64,1.13,0.51
954,0.0,0.0,0.0,0.16,40.3,64.4,1.48,211.6,1.8,0.16,1.48,10.3,3.77,1.48,2.13,1.15,1.31
958,0.08,0.42,0.2,0.17,46.4,67.3,0.42,203.2,2.37,0.25,0.34,8.47,1.36,1.27,1.36,1.02,1.02
960,0.0,0.86,0.0,0.17,44.1,67.8,0.17,136.4,1.9,0.17,1.55,16.0,3.1,2.07,2.07,1.9,1.55
963,0.0,0.15,0.0,0.0,37.8,56.3,0.3,179.6,0.0,0.0,1.79,8.51,4.63,2.69,2.09,0.45,1.19
964,0.19,1.01,0.19,0.11,39.0,67.6,1.27,226.4,2.77,0.37,1.65,15.4,2.85,1.84,2.55,1.31,1.39
969,0.0,0.38,0.0,0.0,45.0,59.8,0.32,186.2,0.0,0.0,1.19,10.1,3.68,2.22,2.05,0.76,1.84
974,0.05,1.07,0.05,0.15,42.0,68.9,0.83,177.6,1.95,0.2,1.37,15.2,2.68,2.54,1.51,1.27,2.49
975,0.0,0.4,0.0,0.0,42.6,62.6,1.19,204.0,1.5,0.18,1.32,11.4,2.25,1.41,1.89,1.23,0.57
978,0.0,0.47,0.0,0.0,39.0,62.3,0.94,161.8,2.21,0.07,1.21,14.0,2.55,1.74,1.34,1.88,1.81
980,0.0,0.56,0.0,0.0,50.8,65.8,0.08,221.5,0.0,0.0,0.56,9.11,3.39,1.21,1.69,1.05,2.74
982,0.09,0.28,0.33,0.0,28.7,54.2,0.73,158.7,1.83,0.09,1.83,14.1,2.2,1.47,2.57,1.93,1.28
983,0.14,0.55,0.25,0.0,38.5,58.9,0.14,195.9,0.0,0.0,0.55,7.53,5.62,1.78,0.68,0.68,3.97
984,0.09,0.68,0.13,0.0,27.7,52.1,0.6,85.2,2.31,0.26,1.2,14.7,2.65,2.14,2.91,1.28,1.11
985,0.06,1.29,0.05,0.06,46.1,68.0,0.98,230.3,1.78,0.25,0.98,10.7,0.8,1.35,2.27,0.92,0.67
986,0.13,0.85,0.15,0.13,49.7,71.3,0.35,227.1,0.32,0.19,1.36,12.2,5.05,2.02,2.33,1.55,4.45
988,0.03,0.61,0.05,0.1,46.0,69.6,1.48,244.8,2.74,0.16,2.06,11.1,0.81,1.97,1.39,0.87,0.55
989,0.17,0.58,0.3,0.0,55.0,68.7,0.17,182.2,0.35,0.12,0.64,7.28,3.64,2.14,1.33,0.98,1.97
990,0.04,0.25,0.14,0.0,34.8,52.6,0.46,165.1,0.04,0.0,1.82,10.9,3.26,2.67,1.58,1.75,2.53
992,0.0,0.73,0.0,0.0,28.1,52.5,0.33,141.1,1.27,0.0,0.87,13.5,3.87,2.0,2.0,1.07,1.73
993,0.0,0.51,0.0,0.15,55.7,79.1,0.2,248.5,4.39,0.25,0.3,7.37,1.82,1.26,1.77,0.25,0.61
998,0.0,0.0,0.0,0.0,42.0,58.3,0.29,153.7,0.0,0.0,0.57,7.43,2.86,2.0,2.0,0.29,4.0
999,0.0,0.97,0.0,0.26,28.9,49.2,0.97,94.3,1.1,0.39,1.16,16.5,2.26,1.61,2.97,0.58,0.84
1001,0.0,0.26,0.0,0.0,29.5,51.9,0.47,123.4,2.48,0.09,0.94,9.53,2.82,2.18,2.74,0.38,0.85
1004,0.0,0.5,0.0,0.0,32.2,55.3,1.1,147.1,1.8,0.1,2.1,20.2,2.0,2.9,1.6,1.2,1.9
1006,0.0,0.55,0.0,0.0,25.2,43.7,0.68,87.0,0.0,0.0,1.1,10.8,5.21,3.97,1.78,1.37,1.64
1007,0.14,0.32,0.22,0.0,43.0,65.8,0.35,181.7,1.47,0.04,1.3,12.2,3.47,2.63,1.51,1.26,2.49
1011,0.0,0.08,0.0,0.0,37.6,55.6,0.31,218.0,0.14,0.03,0.86,10.8,3.89,2.03,2.0,0.94,1.47
1012,0.07,0.16,0.4,0.0,32.4,50.5,0.0,138.4,0.0,0.03,0.76,10.7,5.95,2.04,1.94,1.25,3.45
1018,0.0,0.29,0.0,0.0,58.2,86.2,0.59,312.6,0.0,0.0,1.47,8.53,4.41,1.76,2.35,0.59,1.76
1020,0.0,0.87,0.0,0.0,43.6,59.0,0.0,230.9,0.14,0.14,0.72,7.25,2.9,1.45,1.59,1.45,3.04
1021,0.04,0.44,0.1,0.0,34.9,51.7,0.0,131.4,0.13,0.09,0.97,10.5,4.69,1.46,2.61,0.75,1.64
1023,0.0,0.84,0.0,0.06,36.4,52.1,0.21,238.3,0.03,0.12,0.69,7.47,3.64,1.27,1.42,1.14,2.86
1027,0.0,0.48,0.0,0.1,39.5,64.6,1.15,191.2,2.69,0.29,1.35,12.7,1.73,1.92,1.92,1.06,1.15
1028,0.05,0.21,0.25,0.1,47.5,62.4,0.62,296.3,2.49,0.21,0.88,15.1,1.09,1.45,1.87,0.93,0.31
1029,0.1,0.29,0.33,0.0,38.4,51.8,0.0,190.9,0.0,0.1,0.78,4.9,3.73,1.27,0.69,0.49,2.55
1030,0.04,0.3,0.13,0.0,46.4,64.6,0.19,187.2,0.07,0.04,0.63,7.85,4.44,1.52,2.19,0.7,2.56
1031,0.04,0.82,0.05,0.0,27.2,50.7,0.08,132.5,3.33,0.04,0.82,10.8,3.58,1.52,1.11,1.36,1.19
